FID,Region,Country,Plant,NumReactor,Latitude,Longitude,p90_1200,p00_1200,p10_1200,p90u_1200,p00u_1200,p10u_1200,p90r_1200,p00r_1200,p10r_1200,p90_30,p00_30,p10_30,p90u_30,p00u_30,p10u_30,p90r_30,p00r_30,p10r_30,p90_75,p00_75,p10_75,p90u_75,p00u_75,p10u_75,p90r_75,p00r_75,p10r_75,p90_150,p00_150,p10_150,p90u_150,p00u_150,p10u_150,p90r_150,p00r_150,p10r_150,p90_600,p00_600,p10_600,p90u_600,p00u_600,p10u_600,p90r_600,p00r_600,p10r_600,p90_300,p00_300,p10_300,p90u_300,p00u_300,p10u_300,p90r_300,p00r_300,p10r_300
162,Asia - Far East,JAPAN,MONJU,1,35.740278,135.988056,202256000,213352000,217894000,148189000,156273000,159145000,54067000,57078100,58749300,222449,231323,231914,102881,107100,107393,119568,124223,124521,2461650,2535450,2541690,1623410,1674360,1678790,838241,861090,862899,28964200,29757100,29829000,25622000,26329500,26394700,3342260,3427560,3434270,109348000,112640000,112926000,89821800,92737300,92979400,19526000,19902500,19947000,49890000,51122900,51237600,40481200,41522700,41619600,9408770,9600170,9618080
163,America - Northern,UNITED STATES OF AMERICA,MONTICELLO,1,45.3333,-93.8483,85824900,93304800,102992000,68947000,75274500,83138500,16877900,18030400,19853800,136952,149945,165697,81895.6,89678.7,99149.5,55056.4,60266.6,66547.2,2241820,2464100,2724930,2028120,2229780,2466280,213705,234316,258658,3598700,3957090,4372220,2985700,3281350,3627690,613004,675745,744523,19224600,20571300,22698800,14652900,15755000,17397700,4571680,4816290,5301080,5834420,6347020,7001210,4214260,4592680,5071330,1620170,1754330,1929870
164,Europe - Western,SWITZERLAND,MUEHLEBERG,1,46.969029,7.26882,408530000,420291000,436176000,285087000,293789000,306035000,123443000,126502000,130142000,792570,837164,888974,530364,560118,594805,262205,277046,294169,3067570,3248480,3442050,2001570,2118230,2244300,1066000,1130250,1197760,9874040,10491200,11065100,6424500,6830580,7213480,3449540,3660570,3851650,164418000,170355000,176366000,119121000,123474000,127901000,45296500,46880500,48464800,45100300,46997100,48900200,31035800,32268600,33619100,14064500,14728400,15281100
165,Europe - Western,GERMANY,MUELHEIM-KAERLICH,1,50.408056,7.49,393119000,402690000,415402000,274047000,281372000,291343000,119072000,121318000,124059000,716396,751981,749135,363592,381653,380209,352803,370328,368927,5239550,5489810,5474180,3606440,3778570,3767480,1633110,1711250,1706690,26663700,27879900,27994500,21506100,22461000,22551500,5157660,5418960,5443010,188298000,193718000,199306000,140366000,144324000,148729000,47931900,49393900,50577800,75101300,78693200,80066300,56007900,58700300,59770400,19093400,19992900,20295900
166,Europe - Western,GERMANY,MZFR,1,49.104247,8.432339,402220000,411686000,423875000,278236000,285425000,295239000,123984000,126262000,128636000,1205750,1284580,1280350,839920,894824,891812,365831,389751,388535,6463160,6906020,6901630,4196660,4487470,4482490,2266500,2418550,2419150,18670000,19847900,19926000,11842700,12585300,12624000,6827320,7262580,7301960,188349000,193912000,199593000,136459000,140480000,144735000,51890000,53432700,54857500,60318700,63408500,64184900,42500500,44686900,45201100,17818200,18721600,18983700
167,Asia - Middle East and South,INDIA,NARORA,2,28.159867,78.408658,818999000,1007240000,1188970000,218150000,274801000,324681000,600849000,732438000,864285000,1477190,1874610,2181780,216495,274567,319550,1260700,1600040,1862230,10402700,13651600,15889100,2408650,3160740,3678840,7994030,10490800,12210300,49020100,67329000,78364000,19666400,28781700,33499700,29353700,38547300,44864300,286428000,361206000,423435000,75711600,98239100,115278000,210716000,262967000,308157000,115482000,153113000,178411000,36030100,49936000,58143700,79451800,103177000,120268000
168,Europe - Western,GERMANY,NECKARWESTHEIM,2,49.041749,9.174601,408456000,417755000,429469000,280442000,287516000,297136000,128014000,130239000,132333000,1501390,1612580,1606760,1010490,1087050,1083190,490906,525526,523565,6637260,7108340,7083460,4501430,4823270,4806530,2135840,2285060,2276930,18916500,20140200,20152700,12301400,13089400,13090400,6615100,7050860,7062320,192848000,198533000,204194000,139173000,143271000,147545000,53675200,55262000,56649600,54555300,57413200,58054100,36125700,38070100,38487700,18429500,19343200,19566400
169,Europe - Western,GERMANY,NIEDERAICHBACH,1,48.604628,12.303986,431848000,438935000,447740000,289092000,294860000,302678000,142756000,144075000,145061000,301518,316290,315460,136113,142670,142297,165404,173620,173163,2975780,3168890,3163940,1973460,2109900,2105060,1002320,1059000,1058870,10166700,10845700,10912000,6637800,7096920,7130720,3528890,3748790,3781280,179290000,183443000,186428000,119524000,122407000,124544000,59766600,61036200,61883600,40674200,41806600,42317700,25538000,26119400,26427600,15136200,15687100,15890000
170,America - Northern,UNITED STATES OF AMERICA,NINE MILE POINT,2,43.5222,-76.41,144100000,154264000,170260000,120261000,128769000,142182000,23839100,25494400,28077800,91682.5,93372.7,102606,52557.7,53526.7,58819.8,39124.7,39846,43786.3,806980,826024,906962,629582,643796,706917,177397,182228,200045,2980560,3068580,3368270,2250220,2315040,2542390,730340,753541,825878,87731300,92183000,101766000,77083100,81095700,89557800,10648200,11087300,12207900,16670600,17927100,19751900,13338800,14446200,15927400,3331860,3480860,3824540
171,Asia - Far East,CHINA,NINGDE,4,27.045,120.283333,661236000,746428000,798195000,381611000,432090000,461846000,279625000,314338000,336349000,368916,411324,439384,139853,155766,166385,229063,255558,272999,3234110,3644640,3892980,1750700,1969210,2103430,1483400,1675440,1789540,12615700,14461900,15449200,7950150,9046890,9665250,4665580,5415050,5783940,195076000,223501000,239141000,125365000,143789000,153955000,69711100,79712300,85186400,49826700,56971900,61043200,31526900,35956600,38573900,18299800,21015300,22469400
172,Europe - Western,FRANCE,NOGENT,2,48.5172,3.52,363040000,373203000,388623000,261376000,269102000,280779000,101663000,104101000,107844000,113353,118290,125208,44061.1,45980.1,48669.1,69291.7,72309.6,76538.4,1650400,1691200,1792290,1116480,1141880,1210380,533918,549323,581908,14227000,14579800,15455900,12251400,12563700,13319300,1975580,2016150,2136580,177440000,184506000,191700000,134244000,139456000,144952000,43196000,45050600,46747500,40201000,41199500,43501800,30442200,31201600,32951000,9758760,9997920,10550800
173,America - Northern,UNITED STATES OF AMERICA,NORTH ANNA,2,38.0608,-77.7906,165059000,179801000,198434000,137110000,149387000,164936000,27948600,30413400,33498400,75570.1,80728.2,89181.9,14544.6,15219.8,16830.6,61025.5,65508.4,72351.3,1267780,1389210,1533340,965685,1063140,1173770,302094,326072,359564,6839940,7391310,8158280,5924590,6380110,7044010,915343,1011200,1114270,76867800,82044200,90551600,64611700,68833400,75998600,12256100,13210900,14553000,19539200,21443800,23662700,15739800,17307400,19103900,3799390,4136360,4558770
174,Europe - Central and Eastern,RUSSIAN FEDERATION,NOVOVORONEZH,5,51.2833,39.2167,193957000,189105000,179942000,120429000,117977000,112324000,73527400,71128200,67618600,143645,142585,137404,93632.7,92943.4,89606.8,50012.5,49641.4,47797,1655630,1642210,1579390,1367090,1355500,1305240,288537,286716,274152,3598360,3654710,3501550,2168850,2212490,2126840,1429500,1442220,1374710,74364700,71154100,67486000,52451700,50318600,47815700,21913000,20835400,19670300,14457600,13735500,13028400,8285610,7854870,7457570,6171960,5880640,5570810
175,Europe - Central and Eastern,RUSSIAN FEDERATION,NOVOVORONEZH-2,2,51.275,39.2,194082000,189221000,180063000,120450000,117992000,112341000,73632100,71229900,67722600,117865,116994,112717,67989.3,67488.8,65066,49876.1,49505.2,47651.3,1655500,1642210,1579380,1367090,1355500,1305240,288413,286717,274144,3551050,3602740,3451490,2117740,2156240,2072770,1433310,1446510,1378720,74434400,71221800,67548300,52489800,50357400,47851400,21944600,20864300,19696900,14538100,13806300,13093800,8345270,7907330,7506140,6192790,5898940,5587650
176,Europe - Central and Eastern,RUSSIAN FEDERATION,OBNINSK,1,55.084167,36.569722,190171000,184890000,176098000,119948000,116897000,111598000,70223400,67992600,64500400,193782,188694,179525,188417,183457,174532,5365.25,5237.05,4993.03,2238900,2160150,2069740,2031290,1960230,1879080,207611,199918,190661,19249900,18434300,17672700,17954400,17214700,16510500,1295510,1219610,1162120,61859900,59062400,56380800,43556300,41753400,39952500,18303600,17309000,16428200,28155800,26557700,25433600,23634300,22450900,21518700,4521530,4106860,3914920
177,Europe - Western,GERMANY,OBRIGHEIM,1,49.364444,9.076389,408381000,417729000,429563000,281136000,288283000,297985000,127245000,129445000,131578000,783184,835432,832230,380828,406206,404652,402356,429227,427578,6573540,7021940,6996820,4412530,4714750,4698100,2161010,2307190,2298730,19018400,20200500,20177200,12256800,13026800,13013600,6761630,7173710,7163570,191470000,197088000,202623000,137920000,141975000,146151000,53549500,55113300,56471200,62934700,65998800,66631500,44122700,46308700,46741600,18812100,19690200,19889900
178,America - Northern,UNITED STATES OF AMERICA,OCONEE,3,34.7917,-82.8986,168974000,185969000,205245000,139809000,154077000,170116000,29165200,31892300,35128800,148398,170816,188520,100032,114657,126556,48366.2,56158.9,61964.3,964470,1117390,1232950,676656,776365,856897,287814,341021,376051,3153520,3814810,4208160,2059120,2484740,2741600,1094400,1330080,1466560,41467300,47777000,52697900,30115900,34788900,38386500,11351300,12988100,14311400,14040700,17017600,18777200,10155100,12372000,13655800,3885630,4645610,5121400
179,Asia - Far East,JAPAN,OHI,4,35.541057,135.653948,202584000,213742000,218316000,148307000,156420000,159303000,54277100,57321900,59013600,154200,157914,158114,43056,44093.1,44149.1,111143,113820,113965,4497130,4609430,4619330,3235980,3317740,3325380,1261150,1291690,1293960,30197300,30977500,31051600,26717200,27419700,27487300,3480150,3557730,3564390,113279000,116460000,116894000,93056000,95856400,96230300,20223400,20603500,20663500,47688000,48790100,48900000,38631400,39567500,39660300,9056590,9222610,9239660
180,Asia - Far East,JAPAN,OHMA,1,41.509722,140.910278,141445000,146830000,148828000,101512000,105056000,105927000,39933300,41773700,42901400,60490.5,58950.7,59024.3,20663.6,20188.1,20223.9,39826.9,38762.6,38800.5,683223,670618,671939,300753,295032,295682,382470,375587,376258,2692450,2664300,2668850,1486810,1470760,1473340,1205640,1193540,1195510,23820000,24241700,24287100,14267800,14564200,14596400,9552240,9677480,9690720,9006430,9020240,9044230,5373660,5397550,5414790,3632770,3622680,3629440
181,Europe - Western,UNITED KINGDOM,OLDBURY,2,51.648671,-2.57107,273710000,282670000,294934000,204516000,211323000,220612000,69193900,71346700,74322200,988520,1003530,1053760,723836,734835,771614,264683,268696,282144,4179620,4264670,4479000,2918340,2981830,3132030,1261280,1282840,1346970,16817200,17281500,18152600,13596000,13988400,14695100,3221220,3293170,3457490,110827000,114764000,121394000,90406300,93531500,98799300,20420400,21233000,22595000,48138500,49517300,52051100,40988600,42163100,44314700,7149930,7354270,7736430
182,Europe - Western,FINLAND,OLKILUOTO,3,61.236345,21.443385,124770000,123037000,121428000,83833700,82567400,81467100,40936100,40469400,39960700,69497.4,71489.1,74092.6,45318,46632.5,48334.9,24179.4,24856.7,25757.7,250947,257407,266225,129957,133539,138213,120990,123868,128012,1138520,1167490,1208530,680713,699161,724257,457804,468332,484272,21319900,20702000,20819700,15324200,14799000,14809200,5995690,5902990,6010530,6412840,6625440,6851950,4715110,4892500,5058290,1697730,1732940,1793660
183,Asia - Far East,JAPAN,ONAGAWA,3,38.4,141.5,142710000,146516000,147836000,110190000,113061000,113903000,32520000,33454900,33932800,221167,228497,228774,112379,116103,116244,108788,112394,112530,2062910,2142830,2147680,1359420,1414060,1417490,703483,728777,730192,5625420,5783500,5798170,2879670,2975210,2982840,2745740,2808290,2815340,74998500,77816300,77998200,60944900,63435100,63587400,14053600,14381200,14410700,17049900,17421200,17460900,9890850,10127800,10150800,7159010,7293370,7310140
184,Europe - Western,SWEDEN,OSKARSHAMN,3,57.414743,16.671728,257557000,260962000,261481000,166520000,169180000,170220000,91036800,91782100,91261000,27695.9,26756.1,28081,16243.7,15705.1,16484.9,11452.1,11050.9,11596.1,147200,144419,151507,66533.4,65130.5,68331.2,80666.6,79288.6,83175.6,983474,993109,1042160,541311,545785,572790,442163,447324,469374,45655500,45985100,46290700,29683500,29973800,30226200,15971900,16011200,16064500,6696270,6990520,7316000,4649080,4868970,5095050,2047190,2121550,2220950
185,America - Northern,UNITED STATES OF AMERICA,OYSTER CREEK,1,39.8142,-74.2064,142560000,154408000,170369000,119545000,129453000,142893000,23014800,24955000,27476100,341283,363081,400039,337319,358862,395394,3964.84,4219.07,4645.05,3158650,3357150,3704990,3058590,3250690,3587630,100061,106458,117368,24177500,25371000,28060600,23492600,24651700,27266200,684904,719327,794387,69075200,72665600,80190100,59703800,62837600,69369400,9371450,9827970,10820600,40751600,42632000,47095100,37416700,39174700,43285100,3334830,3457360,3810000
186,Europe - Central and Eastern,HUNGARY,PAKS,4,46.5725,18.8542,395659000,403303000,407126000,249767000,256164000,260189000,145893000,147139000,146937000,200052,189691,184215,47839,44928.8,43613.8,152213,144762,140601,1360240,1334830,1299030,406687,388799,377752,953556,946033,921277,7950770,8008660,7791600,4167150,4183690,4065490,3783610,3824970,3726110,115043000,114880000,114073000,60460600,60434300,60307500,54582100,54445900,53765900,30316300,30176300,29964700,15485100,15570600,15508400,14831200,14605700,14456400
187,America - Northern,UNITED STATES OF AMERICA,PALISADES,1,42.3222,-86.3153,170419000,184342000,203450000,138253000,149527000,165107000,32165300,34815500,38342700,105979,109705,120889,70845.5,73317.5,80790,35133.3,36387.7,40098.8,987890,1044080,1151410,787836,833378,919050,200054,210698,232360,9044300,10471500,11578200,8200570,9572930,10587700,843728,898597,990480,61394900,65590400,72403000,50802300,54525900,60217600,10592600,11064500,12185400,26750800,29043500,32079500,23233800,25355500,28016100,3516920,3688050,4063380
188,America - Northern,UNITED STATES OF AMERICA,PALO VERDE,3,33.3897,-112.862,53237700,64477800,71223300,47484000,57864600,63935200,5753700,6613170,7288100,9435.96,15145.2,16744.4,6100.87,9802.42,10841.3,3335.09,5342.78,5903.09,773850,1243180,1374860,761549,1223600,1353280,12301.8,19587.9,21589,2132490,3414640,3773790,2067260,3314200,3663310,65223,100438,110480,25615500,31366200,34665000,24312700,29624600,32746800,1302820,1741600,1918180,3961030,6241850,6897930,3624320,5743800,6348860,336715,498052,549074
189,Europe - Western,FRANCE,PALUEL,4,49.8581,0.63306,322848000,332739000,347707000,237626000,245079000,256434000,85222500,87659900,91272800,133534,136235,144369,53182.1,54268.5,57509.2,80352.3,81966.1,86859.7,1390820,1422820,1507970,1049400,1073790,1138070,341422,349022,369897,6589400,6763400,7153280,4709880,4834490,5111610,1879520,1928910,2041670,151982000,157649000,164474000,120019000,124422000,129768000,31962800,33227000,34705600,53658400,54795500,57785000,44272100,45151000,47606700,9386240,9644480,10178300
190,America - Northern,UNITED STATES OF AMERICA,PATHFINDER,1,43.603611,-96.6375,76953100,84297200,93033000,60866700,66966400,73952600,16086400,17330900,19080400,158011,167510,185167,142346,150904,166811,15664.4,16605.7,18355.9,263022,278906,307977,161676,171457,189490,101346,107449,118486,756727,798345,879754,449615,472737,521403,307113,325609,358351,15460200,16436500,18130700,11013500,11722000,12942400,4446720,4714450,5188340,3679360,3939280,4345750,2440090,2616730,2889740,1239260,1322550,1456010
191,America - Northern,UNITED STATES OF AMERICA,PEACH BOTTOM,3,39.7589,-76.2692,154967000,167880000,185288000,128980000,139717000,154268000,25987500,28162500,31019700,293991,317509,350633,164791,177259,195730,129200,140250,154903,4258770,4522440,4994550,3702510,3936370,4347360,556258,586071,647199,16296100,17163700,18954700,14548500,15343100,16946000,1747560,1820590,2008690,85169900,90472200,99854600,73260300,77828400,85929300,11909600,12643800,13925300,41057100,43193300,47711600,36946900,38905100,42987500,4110190,4288230,4724130
192,Europe - Western,FRANCE,PENLY,2,49.9756,1.21194,327471000,337516000,352366000,239812000,247351000,258645000,87659500,90164200,93721000,168530,171890,182195,107256,109162,115708,61274.1,62727.7,66487.5,1254460,1282630,1359440,795447,813671,862419,459014,468963,497018,13047000,13350200,14130100,10835400,11089400,11737700,2211510,2260840,2392450,159681000,165856000,172714000,125002000,129734000,135108000,34679300,36121900,37606200,54939000,56115000,59161900,45616400,46542500,49062600,9322610,9572450,10099300
193,America - Northern,UNITED STATES OF AMERICA,PERRY,1,41.8011,-81.1433,170291000,184100000,203185000,140053000,151386000,167154000,30238800,32714200,36030300,243290,246818,272862,224863,228110,252200,18427.6,18708.1,20662,2094140,2124890,2349240,1951580,1980070,2189430,142555,144813,159815,6055550,6216000,6861080,5208140,5353290,5910190,847412,862708,950886,84302100,89951800,99272300,70789900,75775200,83661800,13512200,14176700,15610600,27677400,29386700,32440800,23698700,25253100,27886200,3978730,4133560,4554650
194,Europe - Western,GERMANY,PHILIPPSBURG,2,49.25279,8.436948,402563000,412051000,424273000,278590000,285814000,295663000,123973000,126237000,128611000,1609780,1712140,1706190,1275120,1356250,1351540,334666,355890,354649,5934790,6328650,6315580,3614950,3856290,3845180,2319840,2472370,2470400,18887800,20064900,20123000,12009900,12756700,12790000,6877890,7308200,7333020,188395000,193938000,199572000,136423000,140429000,144654000,51971400,53509600,54918000,61971500,65082300,65856900,43767400,45979800,46496000,18204200,19102500,19360900
195,America - Northern,CANADA,PICKERING,8,43.810436,-79.065926,157241000,169013000,186536000,130565000,140384000,155006000,26675700,28628800,31529600,1744180,2032110,2249410,1639310,1911310,2116020,104874,120798,133396,4519840,5278730,5841500,4178160,4890820,5413650,341684,387910,427853,8743640,9845140,10872300,7939220,8952590,9888680,804423,892553,983576,85380400,89676100,98984700,73793700,77616400,85708700,11586700,12059700,13276000,13436300,14761700,16274000,11227700,12411600,13690800,2208590,2350100,2583200
196,America - Northern,UNITED STATES OF AMERICA,PILGRIM,1,41.9444,-70.5794,111015000,118121000,130300000,93821900,99816500,110153000,17193000,18304900,20146500,245067,251305,277046,242298,248455,273908,2768.41,2849.33,3138.44,4120400,4267090,4710260,4096980,4243010,4683720,23415.1,24072.1,26541.5,7648370,7934310,8759460,7049500,7313110,8074010,598869,621198,685443,57423800,59851500,66076700,50706400,52890600,58413500,6717330,6960840,7663230,18960700,19573700,21604900,16914300,17459100,19274900,2046430,2114520,2330060
197,America - Northern,UNITED STATES OF AMERICA,PIQUA,1,40.132317,-84.234767,181285000,196591000,216959000,147844000,160281000,176968000,33440300,36310700,39990800,206683,211602,233208,150729,154171,169960,55954.4,57431.5,63248.1,1618360,1661060,1833270,1323560,1357110,1498200,294800,303940,335071,6608050,6862670,7572810,5454830,5655960,6242750,1153220,1206710,1330060,71928200,77424200,85446500,58095600,62715100,69245100,13832700,14709100,16201500,24593300,25776400,28459600,20395300,21374900,23607600,4197980,4401430,4851990
198,America - Northern,UNITED STATES OF AMERICA,POINT BEACH,2,44.2808,-87.5361,150381000,161610000,178362000,122214000,131403000,145098000,28167200,30207000,33263500,77913.4,79466.2,87534,55975.2,57090.8,62886.9,21938.2,22375.4,24647.1,658154,688963,760934,533112,558934,617425,125041,130029,143509,2422740,2578010,2849030,1920360,2052850,2270050,502385,525158,578974,44746500,48011700,52996900,37224800,40105500,44291100,7521720,7906200,8705820,15262700,16795600,18547900,13054000,14495500,16016800,2208790,2300090,2531180
199,America - Northern,CANADA,POINT LEPREAU,1,45.068694,-66.454582,77827600,81877700,90377400,67661900,71289000,78721900,10165700,10588800,11655400,18745.5,18868.7,20911.4,6623.41,6666.98,7388.76,12122.1,12201.7,13522.6,171325,173518,191600,123681,125550,138662,47644.4,47968.3,52937.7,457527,462835,510623,274650,277919,307011,182877,184916,203612,18621800,19377900,21391600,15580600,16213200,17905200,3041220,3164700,3486370,2112160,2151200,2374160,1412300,1441470,1592360,699855,709735,781797
200,America - Northern,UNITED STATES OF AMERICA,PRAIRIE ISLAND,2,44.6194,-92.6331,94697300,102492000,113112000,75150700,81634700,90145700,19546600,20857500,22966300,88475.8,95026.3,104821,62158.8,66754.8,73634.6,26317,28271.5,31186.6,2273950,2490840,2754680,2123480,2328730,2575840,150465,162114,178836,3901890,4245050,4690050,3224300,3516760,3887380,677593,728285,802668,27445600,29762600,32853600,22006600,24046100,26562300,5438990,5716570,6291340,6647380,7158770,7895600,4686360,5067620,5594170,1961020,2091150,2301430
201,Asia - Far East,CHINA,QINSHAN,9,30.435681,120.947735,808445000,906681000,966557000,485750000,546473000,582459000,322695000,360208000,384098000,1029280,1155820,1234800,492246,551161,588861,537033,604658,645942,10446700,11776800,12580700,6368500,7170110,7659750,4078230,4606650,4920910,41766900,47293800,50521700,31217300,35342400,37755500,10549600,11951400,12766200,226309000,252506000,269816000,140167000,156278000,167030000,86142600,96227900,102786000,93688800,105361000,112549000,60547000,68089300,72737400,33141900,37271400,39811200
202,America - Northern,UNITED STATES OF AMERICA,QUAD CITIES,2,41.7261,-90.31,132396000,144757000,159718000,103733000,113684000,125500000,28663300,31073000,34218300,229875,231520,255472,212087,213609,235709,17788.6,17911.7,19763.6,630053,632871,697543,480404,482684,532111,149649,150187,165432,2660160,2669660,2940520,1985270,1991180,2193340,674887,678480,747185,50435600,53969600,59571800,40794900,43822900,48399700,9640690,10146700,11172100,16732300,18227800,20132200,14437500,15879000,17545900,2294870,2348800,2586290
203,America - Northern,UNITED STATES OF AMERICA,R.E. GINNA,1,43.277653,-77.309254,150143000,161151000,177855000,124934000,134123000,148088000,25208900,27028400,29766800,523434,529890,583126,506956,513200,564762,16478.4,16689.6,18364.2,1190630,1210980,1330890,1011020,1026840,1128920,179606,184135,201976,4378410,4537910,4986500,3574390,3704520,4072220,804021,833391,914287,91309100,95863300,105822000,79736700,83799000,92537900,11572400,12064300,13284500,16558200,17870000,19688400,13478100,14652300,16153600,3080070,3217630,3534860
204,Asia - Middle East and South,INDIA,RAJASTHAN,8,24.872911,75.620019,780956000,957012000,1128870000,214412000,269312000,317973000,566544000,687700000,810899000,360875,381439,443880,31841.6,31601.8,36768.5,329034,349838,407112,2994530,3486060,4057090,1042550,1282140,1492410,1951970,2203920,2564670,11157200,13171900,15328300,2563830,3116730,3627360,8593320,10055100,11701000,261869000,327942000,382004000,79607700,102363000,119171000,182262000,225579000,262833000,55657000,64985200,75634600,14781100,16868100,19637700,40875900,48117100,55996900
205,America - Northern,UNITED STATES OF AMERICA,RANCHO SECO-1,1,38.345278,-121.121667,48418000,59439300,65612500,45211700,55394900,61163400,3206380,4044410,4449090,265187,284011,312952,234778,251191,276833,30409.2,32819.1,36118.4,2604350,2803290,3089200,2443060,2626660,2895190,161297,176638,194009,8416460,10430700,11503900,8086710,10056000,11092300,329755,374735,411649,27363500,32294900,35636500,26359800,31105100,34329800,1003690,1189800,1306690,11177300,13714000,15114200,10513000,12943300,14268100,664224,770733,846147
206,Europe - Western,GERMANY,RHEINSBERG,1,53.146992,12.99015,391919000,398681000,406018000,263798000,269401000,275944000,128121000,129280000,130073000,133520,126365,125813,42.54,42.5873,42.3983,133478,126323,125771,2515240,2447030,2437350,1730380,1696590,1690280,784863,750439,747077,9100790,8851630,8812860,6059690,5913010,5888840,3041100,2938620,2924020,143976000,148015000,149075000,98599700,101478000,102326000,45376000,46537600,46748500,36248000,36152700,36180000,24014500,24067000,24125700,12233500,12085700,12054300
207,Europe - Western,SWEDEN,RINGHALS,4,57.260141,12.111538,307048000,313558000,319227000,217159000,222068000,226962000,89889200,91489500,92265400,91086,95654.2,100466,70903.9,74354.9,78101.1,20182.2,21299.3,22364.5,950040,990177,1040180,812972,844891,887809,137067,145287,152369,2616600,2729250,2849730,1728520,1803480,1885520,888079,925767,964205,43418800,44594500,45385000,29419400,30324000,30897600,13999400,14270500,14487400,10553200,10954000,11414600,7083070,7370140,7685240,3470150,3583890,3729320
208,America - Northern,UNITED STATES OF AMERICA,RIVER BEND,1,30.7572,-91.3317,94033600,108964000,120243000,73331100,85377500,94263200,20702400,23586200,25979700,99221.2,102453,113093,74324,76744.1,84714.5,24897.3,25708.5,28378.3,746425,772278,852367,600705,620962,685446,145720,151316,166921,2781010,2899040,3199490,2223720,2315320,2556070,557284,583728,643419,23880600,27543700,30396800,18837200,21854900,24130300,5043360,5688850,6266460,6429480,6847300,7555770,4940560,5253670,5799850,1488920,1593630,1755930
209,America - Northern,CANADA,ROLPHTON NPD,1,46.186667,-77.657778,136041000,144712000,159724000,114577000,122051000,134769000,21463900,22661400,24955000,7311.78,7528.35,8225.82,6784.53,6982.39,7629.22,527.248,545.963,596.602,51006.1,55011.2,60339.3,0,0,0,0,0,0,256808,277178,304292,131172,141848,155863,125635,135330,148429,30400700,32555500,35888400,24545700,26390900,29111300,5855020,6164540,6777110,5156960,5622160,6196830,4119900,4501270,4964700,1037060,1120890,1232130
210,Europe - Central and Eastern,UKRAINE,ROVNO,4,51.328086,25.89903,328559000,325478000,318879000,198435000,196822000,193253000,130124000,128656000,125626000,126735,125355,116038,41930.5,41555.9,38455.8,84804.4,83798.9,77582.1,825677,817533,758555,213598,211862,196898,612079,605671,561657,3496220,3451390,3218760,1032180,1022140,954238,2464040,2429260,2264520,91303400,89412200,85624300,45470800,44706800,42916500,45832600,44705400,42707800,18511600,18081000,17128700,7119870,6959020,6612700,11391700,11122000,10516000
211,Europe - Western,FRANCE,SAINT LAURENT,2,47.72,1.5775,339613000,349738000,365837000,247264000,254869000,266855000,92348900,94868700,98981400,233949,244870,259712,172356,180402,191336,61592.9,64468.1,68375.5,1125800,1170690,1241280,652700,680685,721805,473100,490001,519478,13197100,13546700,14361200,11128200,11418700,12105700,2068910,2127970,2255480,149278000,155056000,162024000,114653000,118986000,124297000,34625100,36069300,37727200,28648800,29503900,31274300,20384000,20993900,22255200,8264840,8510020,9019160
212,America - Northern,UNITED STATES OF AMERICA,SALEM,2,39.4628,-75.5358,151475000,164214000,181250000,126479000,137097000,151382000,24995900,27116300,29868300,322350,344677,381157,269539,288208,318711,52811.2,56469,62445.6,4363780,4630890,5117910,3993680,4233990,4679610,370098,396902,438301,15130900,16032500,17704400,13792100,14618400,16143600,1338750,1414080,1560810,80574600,85575700,94458500,69605900,73944000,81647900,10968700,11631700,12810600,41235000,43568300,48131300,37633600,39792100,43969500,3601430,3776270,4161780
213,America - Northern,UNITED STATES OF AMERICA,SAN ONOFRE,3,33.3703,-117.557,46000700,55775300,61599700,42152900,51182000,56541100,3847840,4593360,5058690,493139,538878,594897,482405,527149,581948,10734,11729.6,12949,5740500,6274020,6929200,5686410,6214470,6863530,54081.6,59543.5,65666.2,18105100,19998000,22106500,17891300,19748500,21830700,213771,249523,275728,28394300,33875800,37419200,27323800,32473800,35874600,1070590,1402010,1544590,20601100,23206700,25653200,20159500,22643200,25030500,441643,563485,622709
214,Asia - Far East,CHINA,SANMEN,2,29.101111,121.641944,722862000,811896000,865502000,441405000,496909000,529558000,281457000,314986000,335944000,514466,579498,619054,206402,232584,248460,308064,346914,370595,4301260,4827040,5156640,2547450,2852690,3047510,1753810,1974350,2109130,16181800,18371800,19624700,9079250,10264800,10965000,7102590,8107040,8659710,188555000,212470000,227232000,120398000,135612000,145106000,68157400,76858600,82126200,60464400,68482800,73153500,40739400,46073000,49217400,19725000,22409800,23936100
215,Europe - Western,SPAIN,SANTA MARIA DE GARONA,1,42.774412,-3.206815,253950000,267946000,288903000,181782000,190953000,205265000,72168000,76992200,83637900,62570,62756.3,70715.9,23896.9,24393.5,27485.3,38673.1,38362.8,43230.6,1939130,1904320,2145620,1656860,1622230,1827770,282263,282089,317849,4063460,4021890,4519900,3248200,3209650,3606990,815265,812237,912906,50374200,51934700,57273700,33345200,34552400,38209800,17029000,17382400,19064000,14375700,14666700,16438300,11038500,11333000,12721600,3337220,3333640,3716690
